[Epoch: 1/7][Iter: 0/354][lr: 0.000000][loss_conf: 14.29][loss_cls: 1.00][loss_box: 0.86][losses: 19.61][time: 23.28]
[Epoch: 1/7][Iter: 10/354][lr: 0.000002][loss_conf: 13.82][loss_cls: 1.14][loss_box: 0.83][losses: 19.14][time: 11.42]
[Epoch: 1/7][Iter: 20/354][lr: 0.000004][loss_conf: 14.61][loss_cls: 1.12][loss_box: 0.83][losses: 19.88][time: 9.95]
[Epoch: 1/7][Iter: 30/354][lr: 0.000006][loss_conf: 13.92][loss_cls: 1.18][loss_box: 0.84][losses: 19.29][time: 9.58]
[Epoch: 1/7][Iter: 40/354][lr: 0.000008][loss_conf: 14.04][loss_cls: 1.16][loss_box: 0.84][losses: 19.42][time: 9.58]
[Epoch: 1/7][Iter: 50/354][lr: 0.000010][loss_conf: 14.32][loss_cls: 1.15][loss_box: 0.84][losses: 19.67][time: 9.91]
[Epoch: 1/7][Iter: 60/354][lr: 0.000012][loss_conf: 14.59][loss_cls: 1.20][loss_box: 0.84][losses: 19.97][time: 9.58]
[Epoch: 1/7][Iter: 70/354][lr: 0.000014][loss_conf: 14.07][loss_cls: 1.24][loss_box: 0.86][losses: 19.58][time: 9.72]
[Epoch: 1/7][Iter: 80/354][lr: 0.000016][loss_conf: 13.82][loss_cls: 1.24][loss_box: 0.83][losses: 19.21][time: 9.82]
[Epoch: 1/7][Iter: 90/354][lr: 0.000018][loss_conf: 13.86][loss_cls: 1.15][loss_box: 0.84][losses: 19.21][time: 9.47]
[Epoch: 1/7][Iter: 100/354][lr: 0.000020][loss_conf: 13.14][loss_cls: 1.27][loss_box: 0.82][losses: 18.50][time: 9.63]
[Epoch: 1/7][Iter: 110/354][lr: 0.000022][loss_conf: 13.55][loss_cls: 1.28][loss_box: 0.82][losses: 18.92][time: 9.70]
[Epoch: 1/7][Iter: 120/354][lr: 0.000024][loss_conf: 13.70][loss_cls: 1.24][loss_box: 0.84][losses: 19.11][time: 9.63]
[Epoch: 1/7][Iter: 130/354][lr: 0.000026][loss_conf: 13.08][loss_cls: 1.27][loss_box: 0.81][losses: 18.40][time: 9.76]
[Epoch: 1/7][Iter: 140/354][lr: 0.000028][loss_conf: 13.13][loss_cls: 1.41][loss_box: 0.79][losses: 18.48][time: 9.42]
[Epoch: 1/7][Iter: 150/354][lr: 0.000030][loss_conf: 13.51][loss_cls: 1.33][loss_box: 0.81][losses: 18.86][time: 9.74]
[Epoch: 1/7][Iter: 160/354][lr: 0.000032][loss_conf: 12.75][loss_cls: 1.34][loss_box: 0.80][losses: 18.10][time: 9.96]
[Epoch: 1/7][Iter: 170/354][lr: 0.000034][loss_conf: 12.20][loss_cls: 1.42][loss_box: 0.78][losses: 17.54][time: 10.07]
[Epoch: 1/7][Iter: 180/354][lr: 0.000036][loss_conf: 11.65][loss_cls: 1.52][loss_box: 0.75][losses: 16.92][time: 10.09]
[Epoch: 1/7][Iter: 190/354][lr: 0.000038][loss_conf: 11.29][loss_cls: 1.62][loss_box: 0.73][losses: 16.56][time: 9.97]
[Epoch: 1/7][Iter: 200/354][lr: 0.000040][loss_conf: 11.44][loss_cls: 1.51][loss_box: 0.76][losses: 16.73][time: 10.06]
[Epoch: 1/7][Iter: 210/354][lr: 0.000042][loss_conf: 10.21][loss_cls: 1.62][loss_box: 0.74][losses: 15.53][time: 9.85]
[Epoch: 1/7][Iter: 220/354][lr: 0.000044][loss_conf: 10.03][loss_cls: 1.64][loss_box: 0.72][losses: 15.26][time: 9.62]
[Epoch: 1/7][Iter: 230/354][lr: 0.000046][loss_conf: 9.27][loss_cls: 1.89][loss_box: 0.66][losses: 14.45][time: 9.72]
[Epoch: 1/7][Iter: 240/354][lr: 0.000048][loss_conf: 9.56][loss_cls: 1.68][loss_box: 0.71][losses: 14.78][time: 9.92]
[Epoch: 1/7][Iter: 250/354][lr: 0.000050][loss_conf: 9.00][loss_cls: 1.92][loss_box: 0.66][losses: 14.25][time: 10.10]
[Epoch: 1/7][Iter: 260/354][lr: 0.000052][loss_conf: 8.43][loss_cls: 1.76][loss_box: 0.66][losses: 13.51][time: 10.18]
[Epoch: 1/7][Iter: 270/354][lr: 0.000054][loss_conf: 9.02][loss_cls: 1.89][loss_box: 0.67][losses: 14.26][time: 10.15]
[Epoch: 1/7][Iter: 280/354][lr: 0.000056][loss_conf: 9.24][loss_cls: 1.85][loss_box: 0.68][losses: 14.51][time: 9.94]
[Epoch: 1/7][Iter: 290/354][lr: 0.000058][loss_conf: 8.09][loss_cls: 2.02][loss_box: 0.63][losses: 13.27][time: 9.41]
[Epoch: 1/7][Iter: 300/354][lr: 0.000060][loss_conf: 7.71][loss_cls: 2.02][loss_box: 0.65][losses: 12.97][time: 9.60]
[Epoch: 1/7][Iter: 310/354][lr: 0.000062][loss_conf: 7.48][loss_cls: 2.06][loss_box: 0.60][losses: 12.56][time: 9.40]
[Epoch: 1/7][Iter: 320/354][lr: 0.000064][loss_conf: 7.48][loss_cls: 2.07][loss_box: 0.61][losses: 12.61][time: 9.96]
[Epoch: 1/7][Iter: 330/354][lr: 0.000066][loss_conf: 7.63][loss_cls: 2.12][loss_box: 0.61][losses: 12.80][time: 10.03]
[Epoch: 1/7][Iter: 340/354][lr: 0.000068][loss_conf: 6.76][loss_cls: 2.09][loss_box: 0.57][losses: 11.72][time: 9.87]
[Epoch: 1/7][Iter: 350/354][lr: 0.000070][loss_conf: 7.28][loss_cls: 2.07][loss_box: 0.59][losses: 12.32][time: 9.14]
[Epoch: 2/7][Iter: 0/354][lr: 0.000071][loss_conf: 6.96][loss_cls: 2.12][loss_box: 0.59][losses: 12.03][time: 19.18]
[Epoch: 2/7][Iter: 10/354][lr: 0.000073][loss_conf: 6.74][loss_cls: 2.17][loss_box: 0.58][losses: 11.82][time: 9.71]
[Epoch: 2/7][Iter: 20/354][lr: 0.000075][loss_conf: 6.59][loss_cls: 2.16][loss_box: 0.57][losses: 11.59][time: 9.79]
[Epoch: 2/7][Iter: 30/354][lr: 0.000077][loss_conf: 7.01][loss_cls: 2.19][loss_box: 0.58][losses: 12.10][time: 10.05]
